00:22:72|american micro-fuel device corp.
3c:4d:be|apple, inc.
48:26:2c|apple, inc.
14:7d:da|apple, inc.
c4:91:0c|apple, inc.
6c:99:61|sagemcom broadband sas
50:c7:09|juniper networks
80:6d:97|private
64:5d:86|intel corporate
18:1d:ea|intel corporate
18:56:80|intel corporate
a0:a4:c5|intel corporate
f4:d1:08|intel corporate
20:79:18|intel corporate
a8:6d:aa|intel corporate
38:00:25|intel corporate
c0:e3:a0|renesas electronics (penang) sdn. bhd.
8c:e4:68|guangzhou sageran technology co., ltd.
c8:b2:9b|intel corporate
6c:6a:77|intel corporate
a4:b1:c1|intel corporate
34:2e:b7|intel corporate
8c:c6:81|intel corporate
cc:f9:e4|intel corporate
3c:58:c2|intel corporate
e4:5e:37|intel corporate
24:41:8c|intel corporate
60:f2:62|intel corporate
c0:b8:83|intel corporate
c8:09:a8|intel corporate
90:78:41|intel corporate
58:a0:23|intel corporate
d4:d2:52|intel corporate
28:48:e7|huawei device co., ltd.
04:d3:b0|intel corporate
e0:6c:a6|creotech instruments s.a.
44:68:0c|wacom co.,ltd.
98:0e:24|phytium technology co.,ltd.
a8:30:bc|samsung electronics co.,ltd
00:63:de|cloudwalk technology co.,ltd
60:a4:23|silicon laboratories
78:46:d4|samsung electronics co.,ltd
e4:3e:c6|huawei technologies co.,ltd
38:88:1e|huawei technologies co.,ltd
2c:db:07|intel corporate
98:8d:46|intel corporate
e4:26:8b|huawei device co., ltd.
68:88:a1|universal electronics, inc.
00:1e:b2|lg innotek
c0:86:b3|shenzhen voxtech co., ltd.
44:ad:b1|sagemcom broadband sas
1c:98:c1|cloud network technology singapore pte. ltd.
a0:9b:17|taicang t&w electronics
44:01:bb|shenzhen bilian electronic co.，ltd
a0:d8:3d|fiberhome telecommunication technologies co.,ltd
58:f2:fc|huawei device co., ltd.
64:3a:ea|cisco systems, inc
d0:14:11|ieee registration authority
3c:53:d7|cedes ag
e8:13:6e|huawei technologies co.,ltd
4c:ae:13|huawei technologies co.,ltd
4c:2e:fe|shenzhen comnect technology co.,ltd
dc:d4:44|huawei device co., ltd.
e0:b2:60|teno network technologies company limited
a4:46:b4|huawei device co., ltd.
0c:c8:44|cambridge mobile telematics, inc.
e8:da:20|nintendo co.,ltd
48:23:35|dialog semiconductor hellas sa
8c:85:c1|aruba, a hewlett packard enterprise company
20:a1:71|amazon technologies inc.
7c:f9:a0|fiberhome telecommunication technologies co.,ltd
6c:a4:d1|fiberhome telecommunication technologies co.,ltd
54:ab:3a|quanta computer inc.
e8:9a:8f|quanta computer inc.
ec:6c:9a|arcadyan corporation
34:6d:9c|carrier corporation
d4:f7:56|zte corporation
e0:69:3a|innophase inc.
54:88:de|cisco systems, inc
78:2b:64|bose corporation
24:fd:0d|intelbras
34:55:94|fujian star-net communication co.,ltd
9c:6b:37|renesas electronics (penang) sdn. bhd.
a8:37:59|huawei device co., ltd.
40:aa:56|china dragon technology limited
68:54:5a|intel corporate
3c:e3:e7|china mobile group device co.,ltd.
cc:47:bd|rhombus systems
4c:93:a6|ieee registration authority
00:1e:31|infomark
50:f7:ed|huawei device co., ltd.
4c:b9:9b|weifang goertek electronics co.,ltd
bc:7e:8b|samsung electronics co.,ltd
0c:31:dc|huawei technologies co.,ltd
40:dd:d1|beautiful card corporation
c0:e7:bf|sichuan ai-link technology co., ltd.
54:77:8a|hewlett packard enterprise
24:71:52|dell inc.
64:33:db|texas instruments
a4:06:e9|texas instruments
b0:b1:13|texas instruments
4c:ae:ec|guangzhou limee technology co.,ltd
00:40:ab|roland dg corporation
00:12:b4|work microwave gmbh
24:b1:05|prama hikvision india private limited
80:60:b7|cloud network technology singapore pte. ltd.
90:aa:c3|hitron technologies. inc
44:91:7c|hmd global oy
dc:72:23|hui zhou gaoshengda technology co.,ltd
34:20:e3|ruckus wireless
24:5f:9f|huawei device co., ltd.
cc:b0:a8|huawei device co., ltd.
50:28:73|huawei device co., ltd.
8c:47:be|dell inc.
14:2c:78|goowi wireless technology co., limited
98:fc:84|ieee registration authority
20:f4:4f|nokia
04:76:b0|cisco systems, inc
40:f0:78|cisco systems, inc
78:d7:1a|ciena corporation
78:53:f2|roxton systems ltd.
9c:69:37|qorvo international pte. ltd.
f8:2e:3f|huawei technologies co.,ltd
90:a5:af|huawei technologies co.,ltd
3c:7c:3f|asustek computer inc.
34:91:6f|usergate ltd.
0c:8b:7d|vizio, inc
ec:4d:3e|beijing xiaomi mobile software co., ltd
d8:a4:91|huawei device co., ltd.
68:13:24|huawei device co., ltd.
a8:c0:92|huawei device co., ltd.
98:60:ca|apple, inc.
44:90:bb|apple, inc.
34:fd:6a|apple, inc.
ec:3e:b3|zyxel communications corporation
8c:d6:7f|em microelectronic
5c:91:fd|jaewoncnc
fc:44:9f|zte corporation
20:4e:f6|azurewave technology inc.
44:35:83|apple, inc.
38:ca:73|shenzhen miaoming  intelligent technology co.,ltd
6c:0d:c4|beijing xiaomi electronics co., ltd.
c4:40:f6|guangdong oppo mobile telecommunications corp.,ltd
00:55:b1|shanghai baud data communication co.,ltd.
74:90:1f|ragile networks inc.
c0:25:2f|shenzhen mercury communication technologies co.,ltd.
54:9f:c6|cisco systems, inc
f0:1d:2d|cisco systems, inc
44:3b:32|intelbras
d4:1b:81|chongqing fugui electronics co.,ltd.
78:45:b3|huawei device co., ltd.
20:dc:fd|huawei device co., ltd.
fc:65:b3|huawei device co., ltd.
10:9d:7a|huawei device co., ltd.
dc:63:73|obara korea
d4:7e:e4|china mobile iot company limited
88:89:2f|huawei technologies co.,ltd
28:e5:b0|huawei technologies co.,ltd
1c:a8:52|sensaio pte ltd
78:7d:f3|sterlite technologies limited
c0:94:ad|zte corporation
34:2b:70|arris
1c:90:be|ericsson ab
00:16:3b|communications & power industries
9c:b2:e8|huawei technologies co.,ltd
74:73:1d|ifm electronic gmbh
00:0b:4e|communications & power industries
00:03:34|omega engineering inc.
5c:61:99|cloud network technology singapore pte. ltd.
e8:db:84|espressif inc.
d0:55:09|nintendo co.,ltd
a0:77:51|asmedia technology inc.
30:56:84|shenzhen yunji intelligent technology co.,ltd
14:56:3a|huawei device co., ltd.
70:90:b7|huawei device co., ltd.
24:94:94|hong kong bouffalo lab limited
30:be:3b|mitsubishi electric corporation
0c:b7:89|honor device co., ltd.
78:91:e9|raisecom technology co.,ltd
8c:34:01|guangdong oppo mobile telecommunications corp.,ltd
60:db:98|calix inc.
68:72:c3|samsung electronics co.,ltd
70:b1:3d|samsung electronics co.,ltd
fc:7f:f1|aruba, a hewlett packard enterprise company
3c:a3:7e|huawei technologies co.,ltd
f8:e4:3b|asix electronics corporation
48:ef:61|huawei device co., ltd.
78:f0:9b|huawei device co., ltd.
00:e9:3a|azurewave technology inc.
00:c5:2c|juniper networks
00:34:a1|rf-lambda usa inc.
60:35:73|earda technologies co ltd
a4:97:33|askey computer corp
5c:fb:3a|chongqing fugui electronics co.,ltd.
18:0f:76|d-link international
00:ad:24|d-link international
60:63:4c|d-link international
c4:e9:0a|d-link international
f0:b4:d2|d-link international
e0:1c:fc|d-link international
f0:2f:74|asustek computer inc.
00:6e:02|xovis ag
ac:f8:5c|chengdu higon integrated circuit design co,. ltd.
18:11:71|guangzhou doctorpai education & technology co.,ltd
e0:6d:17|apple, inc.
f0:b3:ec|apple, inc.
f4:65:a6|apple, inc.
78:98:e8|d-link international
44:f2:1b|apple, inc.
74:65:0c|apple, inc.
fc:d4:36|motorola mobility llc, a lenovo company
0c:ec:8d|motorola mobility llc, a lenovo company
18:4f:5d|jrc mobility inc.
f0:23:ae|ampak technology,inc.
e0:77:26|huawei device co., ltd.
94:a6:7e|netgear
a8:9a:d7|nokia
48:25:67|poly
84:f1:47|cisco systems, inc
24:9f:89|texas instruments
24:76:25|texas instruments
f8:7a:41|cisco systems, inc
d4:39:b8|ciena corporation
30:c3:d9|alpsalpine co,.ltd
00:1b:fb|alpsalpine co,.ltd
74:e9:bf|huawei technologies co.,ltd
d8:10:9f|huawei technologies co.,ltd
ac:ae:19|roku, inc
34:fe:c5|shenzhen sunwoda intelligent hardware co.,ltd
a8:f7:66|ite tech inc
00:21:3e|tomtom international bv
68:3e:26|intel corporate
8c:55:4a|intel corporate
40:1c:83|intel corporate
38:fc:98|intel corporate
50:2f:9b|intel corporate
f8:5e:a0|intel corporate
a4:6b:b6|intel corporate
fc:0c:45|shenzhen superelectron technology co.,ltd.
54:67:e6|shenzhen mtc co ltd
3c:54:47|huawei technologies co.,ltd
00:6b:6f|huawei technologies co.,ltd
a0:3d:6e|cisco systems, inc
70:9c:d1|intel corporate
00:0e:b6|riverbed technology, inc.
84:44:af|zhejiang tmall technology co., ltd.
8c:64:d4|hyeco smart tech co.,ltd
8c:de:f9|beijing xiaomi mobile software co., ltd
58:ae:2b|huawei device co., ltd.
d0:3c:1f|intel corporate
b0:8b:d0|cisco systems, inc
6c:d7:04|huawei technologies co.,ltd
54:3a:d6|samsung electronics co.,ltd
54:46:17|zte corporation
5c:85:f8|shenzhen kaifa technology co.,ltd.
14:23:0a|huawei technologies co.,ltd
58:ae:a8|huawei technologies co.,ltd
48:ec:5b|nokia solutions and networks gmbh & co. kg
00:77:e4|nokia solutions and networks gmbh & co. kg
80:22:78|china mobile iot company limited
90:3c:b3|edgecore networks corporation
d8:14:df|tcl king electrical appliances (huizhou) co., ltd
90:02:7a|shenzhen sworix techonlogy co., ltd
3c:06:a7|tp-link technologies co.,ltd.
24:e9:27|tomtom international bv
84:5c:f3|intel corporate
d0:5a:fd|realme chongqing mobile telecommunications corp.,ltd.
58:41:20|tp-link technologies co.,ltd.
64:d7:c0|huawei device co., ltd.
94:60:10|huawei device co., ltd.
2c:79:3d|boditech med
6c:02:e0|hp inc.
24:5b:83|renesas electronics (penang) sdn. bhd.
f0:f5:64|samsung electronics co.,ltd
00:dc:b2|extreme networks, inc.
6c:13:d5|cisco systems, inc
00:08:b0|huber+suhner bktel gmbh
84:db:9e|pink nectarine health ab
18:69:d8|tuya smart inc.
68:ab:bc|beijing xiaomi mobile software co., ltd
34:c1:03|hangzhou huamu technology co.,ltd.
64:13:ab|huawei technologies co.,ltd
b0:60:88|intel corporate
0c:73:29|sercomm corporation.
5c:c3:36|ittim
fc:04:1c|guangdong oppo mobile telecommunications corp.,ltd
f4:d4:88|apple, inc.
68:2f:67|apple, inc.
00:3d:e1|huawei device co., ltd.
f0:6f:46|ubiik
50:ed:3c|apple, inc.
fc:40:09|zte corporation
24:a6:5e|zte corporation
48:00:7d|dts elektronik san. tic. ltd. sti.
30:b1:b5|arcadyan corporation
64:07:f6|samsung electronics co.,ltd
e0:cb:bc|cisco meraki
68:3a:1e|cisco meraki
d8:ec:e5|zyxel communications corporation
c4:70:ab|ruijie networks co.,ltd
cc:6b:1e|cloud network technology singapore pte. ltd.
f0:d0:8c|tct mobile ltd
84:90:00|arnold&richter cine technik gmbh & co. betriebs kg
30:f9:4b|universal electronics, inc.
b4:8a:5f|juniper networks
70:df:f7|arris group, inc.
e0:e8:bb|unicom vsens telecommunications co., ltd.
e4:c9:0b|radwin
98:27:82|ieee registration authority
38:a0:67|nokia solutions and networks gmbh & co. kg
7c:1b:93|huawei device co., ltd.
dc:2d:3c|huawei device co., ltd.
04:11:19|ieee registration authority
e4:55:a8|cisco meraki
08:81:b2|logitech (china) technology co., ltd
c4:f1:74|eero inc.
28:d0:ea|intel corporate
e0:0c:e5|huawei technologies co.,ltd
28:41:ec|huawei technologies co.,ltd
7c:00:4d|huawei technologies co.,ltd
04:d3:20|itel mobile limited
1c:99:57|intel corporate
fc:34:97|asustek computer inc.
84:7a:b6|altobeam (china) inc.
78:a6:a0|hangzhou ezviz software co.,ltd.
48:51:cf|intelbras
4c:5d:3c|cisco systems, inc
34:73:2d|cisco systems, inc
04:7b:cb|universal global scientific industrial co., ltd.
8c:34:46|huawei device co., ltd.
80:47:86|samsung electronics co.,ltd
d4:47:5a|screenbeam, inc.
e4:41:64|nokia
34:e9:fe|metis co., ltd.
ac:13:9c|adtran inc
a4:ce:da|arcadyan corporation
8c:43:61|hailo digital hub gmbh & co. kg
98:c3:d2|ningbo sanxing medical electric co.,ltd
24:5d:fc|ieee registration authority
48:7e:48|earda technologies co ltd
e0:e3:7c|huawei device co., ltd.
24:18:c6|hunan fn-link technology limited
30:78:d3|virgilant technologies ltd.
60:18:95|dell inc.
e8:ea:4d|huawei technologies co.,ltd
3c:ff:d8|huawei technologies co.,ltd
4c:61:7e|huawei device co., ltd.
b4:10:7b|texas instruments
64:97:14|eero inc.
cc:86:ec|silicon laboratories
40:41:01|rockwell automation
7c:55:a7|kastle systems
40:be:ee|shenzhen yunding information technology co.,ltd
a4:4c:62|hangzhou microimage software co., ltd
fc:e8:06|edifier international
f4:c7:95|wey technology ag
44:b4:62|flextronics tech.(ind) pvt ltd
f8:d4:78|flextronics tech.(ind) pvt ltd
50:c2:ed|gn audio a/s
90:a8:22|amazon technologies inc.
74:ad:98|cisco systems, inc
84:8c:8d|apple, inc.
0c:5c:b5|ieee registration authority
e8:4f:25|murata manufacturing co., ltd.
04:25:e0|taicang t&w electronics
30:85:eb|fiberhome telecommunication technologies co.,ltd
84:06:fa|fiberhome telecommunication technologies co.,ltd
c0:dc:d7|huawei device co., ltd.
30:37:b3|huawei technologies co.,ltd
14:cb:19|hp inc.
0c:e4:41|apple, inc.
b8:2a:a9|apple, inc.
78:64:c0|apple, inc.
38:52:47|huawei device co., ltd.
e8:1c:d8|apple, inc.
3c:06:30|apple, inc.
f4:02:28|samsung electro-mechanics(thailand)
0c:83:cc|alpha networks inc.
ec:b9:70|ruijie networks co.,ltd
30:83:98|espressif inc.
f8:89:d2|cloud network technology singapore pte. ltd.
10:27:f5|tp-link corporation limited
b0:4f:13|dell inc.
c0:4b:13|wondersound technology co., ltd
9c:7f:81|shenzhen fast technologies co.,ltd
c4:bc:d7|new ryatek
c0:ae:fd|shenzhen hc-wlan technology co.,ltd
20:6a:94|hitron technologies. inc
30:95:87|hunan fn-link technology limited
dc:87:cb|beijing perfectek technologies co., ltd.
10:2d:41|sichuan ai-link technology co., ltd.
64:27:53|huawei device co., ltd.
7c:f6:66|tuya smart inc.
28:53:4e|huawei technologies co.,ltd
5c:b0:0a|huawei technologies co.,ltd
00:c0:6a|zahner-elektrik ingeborg zahner-schiller gmbh & co. kg.
20:1e:88|intel corporate
20:ce:2a|ieee registration authority
58:13:d3|gemtek technology co., ltd.
00:e5:e4|sichuan tianyi comheart telecom co.,ltd
14:69:a2|sichuan tianyi comheart telecom co.,ltd
04:6b:25|sichuan tianyi comheart telecom co.,ltd
10:12:b4|sichuan tianyi comheart telecom co.,ltd
9c:32:a9|sichuan tianyi comheart telecom co.,ltd
68:26:2a|sichuan tianyi comheart telecom co.,ltd
b8:22:4f|sichuan tianyi comheart telecom co.,ltd
90:86:74|sichuan tianyi comheart telecom co.,ltd
88:c9:b3|ieee registration authority
c8:bd:69|samsung electronics co.,ltd
64:3a:b1|sichuan tianyi comheart telecom co.,ltd
44:ba:46|sichuan tianyi comheart telecom co.,ltd
a8:76:50|samsung electronics co.,ltd
54:d1:7d|samsung electronics co.,ltd
60:3a:af|samsung electronics co.,ltd
80:48:a5|sichuan tianyi comheart telecom co.,ltd
54:66:f9|conmet
58:91:53|china mobile iot company limited
b8:13:32|ampak technology,inc.
98:7d:dd|china mobile group device co.,ltd.
44:db:60|nanjing baihezhengliu technology co., ltd
b8:b7:7d|guangdong transtek medical electronics co.,ltd
c4:78:a2|huawei device co., ltd.
9c:9e:71|huawei device co., ltd.
0c:9a:3c|intel corporate
dc:21:48|intel corporate
74:cf:00|shenzhen superelectron technology co.,ltd.
2c:ea:dc|askey computer corp
ac:e1:4f|autonomic controls, inc.
ac:97:6c|greenliant
38:14:28|dell inc.
74:5d:68|fiberhome telecommunication technologies co.,ltd
20:cf:ae|cisco systems, inc
98:49:9f|domo tactical communications
c0:f9:b0|huawei technologies co.,ltd
14:8c:4a|huawei technologies co.,ltd
60:9b:b4|huawei technologies co.,ltd
c0:23:8d|samsung electronics co.,ltd
28:11:a8|intel corporate
c0:fb:f9|ieee registration authority
4c:d5:77|chongqing fugui electronics co.,ltd.
ec:08:e5|motorola mobility llc, a lenovo company
80:cc:9c|netgear
7c:27:bc|hui zhou gaoshengda technology co.,ltd
50:70:97|china mobile group device co.,ltd.
cc:15:31|intel corporate
28:0f:eb|lg innotek
74:e2:0c|amazon technologies inc.
10:54:03|intarso gmbh
00:0c:04|tecnova
84:47:09|shenzhen ip3 century intelligent technology co.,ltd
00:91:eb|renesas electronics (penang) sdn. bhd.
44:9f:46|huawei device co., ltd.
34:51:84|huawei device co., ltd.
fc:f7:7b|huawei device co., ltd.
8c:ae:db|nagtech llc
dc:f5:6e|wellysis corp.
00:00:60|kontron europe gmbh
60:fc:f1|private
e8:4f:a7|huawei device co., ltd.
c0:d0:63|em microelectronic
7c:10:c9|asustek computer inc.
00:c0:6f|komatsu ltd.
a8:67:1e|ratp
8c:e9:b4|zhejiang dahua technology co., ltd.
08:85:5b|kontron europe gmbh
e4:b5:03|realme chongqing mobile telecommunications corp.,ltd.
ec:f4:0c|cisco systems, inc
10:06:ed|cisco systems, inc
d4:eb:68|cisco systems, inc
c4:4d:84|cisco systems, inc
20:53:83|huawei technologies co.,ltd
b8:85:7b|huawei technologies co.,ltd
24:21:ab|sony corporation
00:22:98|sony corporation
00:1b:59|sony corporation
8c:64:22|sony corporation
b8:f9:34|sony corporation
40:b8:37|sony corporation
e0:63:e5|sony corporation
4c:21:d0|sony corporation
1c:7b:21|sony corporation
00:0f:de|sony corporation
3c:01:ef|sony corporation
10:2c:ef|emu electronic ag
6c:cf:39|guangdong starfive technology co., ltd.
b4:cd:f5|cub elecparts inc.
38:65:b2|apple, inc.
d8:de:3a|apple, inc.
e8:78:65|apple, inc.
a0:4e:cf|apple, inc.
50:d0:65|esylux gmbh
08:87:c7|apple, inc.
8c:1d:96|intel corporate
60:dd:8e|intel corporate
90:59:3c|az-technology sdn bhd
1c:c1:0c|intel corporate
f4:a4:75|intel corporate
38:ff:13|joint stock company research instinite masshtab
d0:db:b7|casa systems
28:64:ef|shenzhen fsan intelligent technology co.,ltd
c8:9e:43|netgear
7c:c2:55|super micro computer, inc.
18:07:12|shenzhen dazoo technologies co.,ltd
20:be:cd|eero inc.
00:08:ac|bst gmbh
bc:09:1b|intel corporate
00:bf:af|hui zhou gaoshengda technology co.,ltd
00:64:af|dish technologies corp
04:ec:d8|intel corporate
f0:2a:2b|ieee registration authority
d0:49:7c|oneplus technology (shenzhen) co., ltd
b4:ec:ff|wuhan ipg technologies co., ltd.
f0:57:a6|intel corporate
64:26:77|bkm-micronic richtfunkanlagen gmbh
4c:2f:d7|huawei device co., ltd.
d4:74:15|huawei device co., ltd.
50:58:6f|huawei device co., ltd.
